Name,Category,Rate,Address,Traffic,Time,Menu
부산갈매기,"육류,고기",3.7,부산 금정구 체육공원로 565 (우)46206,7198,['화~일 11:30 ~ 21:30'],"{'갈매기살 소금구이 (120g)': '12,000', '갈매기살 양념구이 (120g)': '12,000', '불갈매기살 양념구이 (120g)': '12,000', '된장찌개 (소)': '2,000', '냉소면 (여름메뉴)': '3,000', '된장찌개 (대)': '4,000'}"
포구나무집,닭요리,0,부산 금정구 산성로 421-6 (우)46237,7096,['null'],"{'염소숯불(600g)': '70,000', '오리숯불(800g)': '40,000', '오리백숙(1마리)': '45,000', '닭백숙(1마리)': '40,000', '오리탕(1마리)': '45,000'}"
압구정갈비,갈비,2.1,부산 금정구 청룡로 61 (우)46217,6700,['매일 11:00 ~ 22:00'],"{'생갈비': '38,000', '갈비살': '32,000', '양념갈비': '30,000', '등심': '27,000', '안창살': '47,000', '꽃등심': '35,000', '': ''}"
톤쇼우,"돈까스,우동",4.0,부산 금정구 금강로 247-10 (우)46288,5605,"['매일 11:30 ~ 21:00', '매일 휴게시간 15:00 ~ 17:00']","{'모듬카츠': '14,000', '로스카츠': '11,000', '특 로스카츠': '13,500', '히레카츠': '11,500', '에비카츠 (새우 4pcs)': '10,500', '버크셔 K 로스카츠': '14,000'}"
마파람해물찜해물탕 구서본점,"매운탕,해물탕",3.0,부산 금정구 금강로 418 2층 (우)46244,5380,"['매일 11:00 ~ 22:30', '매일 휴게시간 15:00 ~ 16:30']","{'추천\n전복 해물찜(소)': '60,000', '해물찜(소)': '50,000', '생아구찜(소)': '40,000', '대구뽈찜(소)': '30,000', '전복 해물탕(소)': '60,000', '해물탕(소)': '50,000', '': ''}"
해운대기와집대구탕 본점,"매운탕,해물탕",3.6,부산 해운대구 달맞이길104번길 46 (우)48098,5369,['매일 08:00 ~ 21:00'],"{'대구탕': '14,000'}"
초심한우정,"육류,고기",4.0,부산 금정구 범어천로 11 (우)46220,5262,['null'],"{'갈비살.등심(120g)': '32,000', '매운갈비살(120g)': '28,000', '육회(250g)': '30,000'}"
경주집,"곱창,막창",5.0,부산 영도구 태종로99번길 28 (우)49035,4782,['매일 11:30 ~ 22:00'],"{'곱창전골': '10,000', '곱창볶음': '13,000'}"
얼크니손칼국수,한식,3.4,부산 금정구 금강로 752 (우)46218,4722,['매일 11:30 ~ 21:30'],"{'얼크니손칼국수': '9,000', '찐만두 / 사리만두': '5,000'}"
할매집,"해물,생선",4.0,부산 금정구 오륜대로 145-110 (우)46255,4570,['매일 11:30 ~ 21:00'],"{'향어회 (소)': '50,000', '향어회 (중)': '70,000', '향어회 (대)': '90,000', '오리불고기': '45,000', '오리소금구이': '45,000', '닭백숙': '50,000', '': ''}"
푸주옥 부산점,설렁탕,3.0,부산 사하구 사하로 133 (우)49394,4434,['매일 00:00 ~ 24:00'],"{'설렁탕': '12,000', '특 설렁탕': '15,000', '내장곰탕': '17,000', '무릎도가니탕': '22,000', '꼬리곰탕': '23,000'}"
만서리이가네막국수,한식,4.1,부산 금정구 식물원로 27 1층 (우)46300,4350,['화~일 11:00 ~ 21:30'],"{'동치미막국수': '10,000', '비빔막국수': '10,000', '메밀칼국수': '10,000', '옹심이메밀칼국수': '10,000', '옹심이만': '11,000', '메밀싹수육 (소)': '24,000', '': ''}"
더팜471,테마카페,3.7,부산 금정구 하마2길 28-17 (우)46200,4272,['매일 11:00 ~ 22:00'],"{'아메리카노': '5,500', '카페라떼': '6,500', '발로나 초코라떼': '7,000', '수제 레몬청 에이드': '7,000', '크림 쑥라떼': '7,000'}"
KFC 부산구서DT점,KFC,3.6,부산 금정구 중앙대로 1824 (우)46250,4140,['매일 10:30 ~ 23:00'],"{'뉴갓쏘이블랙라벨치킨 8조각': '25,200', '뉴갓쏘이블랙라벨치킨 5조각': '16,200', '뉴갓쏘이블랙라벨치킨 3조각': '9,900', '뉴갓쏘이블랙라벨치킨 1조각': '3,400', '블랙라벨치즈징거박스': '11,200', '블랙라벨치즈징거세트': '9,200', '': ''}"
버거킹 부산금정오일뱅크점,버거킹,3.7,부산 금정구 중앙대로 1664 (우)46269,4031,['매일 09:00 ~ 24:00'],"{'스모키 바비큐 몬스터 세트': '13,500', '스모키 바비큐 와퍼 세트': '12,000', '스모키 바비큐 X 세트': '13,300', '치킨킹BLT 세트': '10,900', '콰트로치즈와퍼 세트': '11,300', '몬스터와퍼 세트': '12,200', '': ''}"
하동집,한식,3.8,부산 금정구 오륜대로 260 (우)46255,3999,['매일 10:30 ~ 21:00'],"{'오리불고기 (양념,로스)(1마리)': '38,000', '오리한방백숙 (1마리)': '45,000', '민물장어구이 (1인분)': '40,000', '닭한방백숙 (1마리)': '40,000', '닭찜': '45,000', '닭도리탕': '45,000'}"
투썸플레이스 부산금정산성점,투썸플레이스,5.0,부산 금정구 산성로 448 (우)46237,3716,['매일 10:00 ~ 21:00'],"{'추천\n아메리카노': '4,500', '카페라떼': '5,000', '카푸치노': '5,000', '추천\n바닐라라떼': '5,500', '카라멜 마키아또': '5,900'}"
우정갈비,갈비,2.5,부산 금정구 금샘로 353 1층 (우)46235,3601,['매일 11:00 ~ 22:00'],"{'양념갈비 (220g)': '27,000', '갈비살 (110g)': '28,000', '생갈비 (160g)': '32,000', '등심 (120g)': '30,000', '꽃등심 (120g)': '35,000'}"
전원숯불 부산구서점,"육류,고기",3.1,부산 금정구 금강로 449 (우)46242,3500,['매일 11:00 ~ 23:00'],"{'양념구이(200g)': '8,500', '옛날갈비(200g)': '9,500', '전원생갈비(300g)': '18,000', '생삼겹살(150g)': '10,000', '생갈비(120g)': '22,000'}"
구포촌국수,국수,4.1,부산 금정구 금샘로 490 (우)46223,3335,['화~일 10:30 ~ 19:00'],"{'국수 (보통)': '6,000', '국수 (곱빼기)': '7,000', '국수 (왕)': '8,000'}"
손영환비빔국수칼국수,칼국수,3.1,부산 금정구 체육공원로 524 (우)46208,3297,['화~일 10:30 ~ 19:30'],"{'비빔국수 (보통)': '7,000', '잔치국수 (보통)': '5,000', '물만두': '3,000', '비빔국수 (곱배기)': '8,000', '비빔국수 (왕곱배기)': '9,000'}"
이흥용과자점 구서직영점,"제과,베이커리",2.9,부산 금정구 금샘로 377 (우)46235,3251,['매일 08:30 ~ 21:00'],"{'추천\n소금빵(2입)': '3,800', '추천\n명란바게트': '3,800', '오징어먹물빵': '3,800', '의성마늘바게트': '4,200', '검정고무신': '4,200'}"
티원,카페,3.6,부산 금정구 범어사로 363 (우)46201,3237,['매일 10:30 ~ 23:00'],"{'아메리카노': '4,500', '카페라떼': '5,500', '백히차': '6,000', '레몬차': '6,000', '캐모마일': '6,000'}"
감나무집,오리,4.4,부산 금정구 범어사로 334 (우)46200,3163,"['월,목,금,토,일 12:00 ~ 21:00', '월,목,금,토,일 휴게시간 15:00 ~ 17:00']","{'볶음밥': '1,000', '오리 불고기 (1인분)': '20,000', '오리 소금구이 (1인분)': '20,000', '비빔밥': '11,000', '토종된장찌개': '4,000'}"
무심정,한식,1.4,부산 금정구 북문로 23 (우)46237,3085,['매일 11:00 ~ 22:00'],"{'대하칠리': '50,000', '두부버섯전골(소)': '30,000', '옻오리백숙': '55,000', '두부보쌈(소)': '35,000', '오리훈제(2인분)': '40,000'}"
동원분식,분식,2.4,부산 금정구 금사로51번길 9 (우)46315,2809,['매일 10:00 ~ 18:00'],"{'열무국수': '7,000', '김밥': '3,000'}"
석대다리집,"사철탕,영양탕",5.0,부산 금정구 공단동로 1 (우)46332,2773,['null'],"{'수육 (대)': '100,000', '수육 (중)': '80,000', '수육 (소)': '60,000', '수백': '18,000', '전골': '18,000', '삼계탕': '11,000', '': ''}"
아이리,커피전문점,3.7,부산 금정구 땅곡길 94-1 (우)46237,2758,['월~토 11:00 ~ 18:30'],"{'추천\n해피닷츠': '7,000', '추천\n애브리체리': '7,000', '아메리카노': '6,000', 'TWG티': '6,500'}"
느루,한정식,3.4,부산 금정구 금샘로 478 (우)46223,2709,['매일 11:30 ~ 21:00'],"{'황토상': '15,000', '파전': '10,000', '문어숙회': '20,000', '오리훈제 (소)': '20,000', '한방수육 (소)': '20,000'}"
할리스 부산금강식물원점,할리스,2.2,부산 금정구 금샘로 22 (우)46295,2543,['매일 10:00 ~ 23:00'],"{'샤인머스캣 봉봉 스무디': '6,800', '토마토 통통 주스': '6,500', '키위 생생 주스': '6,500', '딸기 크럼블 쏘스윗박스': '6,500', '트리플 초코 케이크': '5,900', '트리플 베리 생크림': '5,900', '': ''}"
동래수림갈비 본점,갈비,0,"부산 동래구 충렬대로179번길 27-6 1,2층 (우)47736",2536,['null'],{'null': 'null'}
다인인테리어 부산지점,건설자재,0,부산 영도구 동삼로 45 (우)49106,2491,['null'],{'null': 'null'}
더도이종가집돼지국밥 구서점,국밥,3.0,부산 금정구 금정로 249 (우)46273,2462,['매일 00:00 ~ 24:00'],"{'따로순대국밥': '7,500', '따로내장국밥': '7,500', '따로섞어국밥': '7,500', '따로돼지국밥': '7,000', '수육백반': '9,000'}"
오륙도낙지,"해물,생선",4.0,부산 금정구 수림로20번길 49 (우)46275,2441,['매일 10:30 ~ 21:00'],"{'낙지': '8,000', '낙곱': '9,000', '낙새': '9,000', '낙곱새': '9,000', '불낙': '10,000'}"
녹우원,"육류,고기",2.7,부산 금정구 중앙대로1763번길 27 (우)46275,2399,['매일 10:00 ~ 22:00'],"{'육회': '20,000', '육사시미': '20,000', '삼겹살 (130g)': '8,800', '돼지갈비 (200g)': '8,800', '목살 (130g)': '8,800', '항정 (130g)': '9,800', '': ''}"
뉴숯불통닭 본점,치킨,3.8,부산 금정구 금강로335번길 55 1층 (우)46281,2359,['월~토 16:00 ~ 24:00'],"{'추천\n후라이드치킨': '18,000', '양념치킨': '19,000', '추천\n반반치킨': '19,000', '매운양념치킨': '19,508', '매운반반치킨': '19,500', '순살후라이드': '18,000', '': ''}"
자봉산장,오리,4.7,부산 금정구 북문로 32 (우)46237,2341,['매일 11:00 ~ 20:00'],"{'토종흑염소숯불구이 (1인분)': '50,000', '흑염소육회': '100,000', '오리숯불고기 (700g)': '45,000', '오리주물럭 (2인기준)': '50,000', '오리백숙': '50,000', '닭백숙': '50,000', '': ''}"
투썸플레이스 부산남산점,투썸플레이스,4.0,부산 금정구 금샘로 399-1 (우)46235,2300,['매일 09:00 ~ 24:00'],{}
울산집,한식,2.0,부산 금정구 오륜대로 145-93 (우)46255,2286,['매일 11:00 ~ 20:00'],"{'오리불고기': '40,000', '목살구이 (한판)': '45,000', '한방닭백숙': '50,000', '한방오리백숙': '50,000', '메기매운탕 (소)': '40,000'}"
셀라스,커피전문점,4.3,"부산 금정구 금샘로 538 1,2층 (우)46221",2249,['매일 10:00 ~ 22:00'],"{'아메리카노': '5,000', '말차라떼': '6,000', '바닐라라떼': '5,800'}"
경희궁,샤브샤브,4.0,부산 금정구 금샘로 441 (우)46235,2126,['매일 11:30 ~ 22:00'],"{'버섯야채쇠고기샤브샤브(1인)': '27,000', '모듬샤브샤브': '40,000', '상추쌈샤브& (쑥국수) (1인)': '12,000', '쇠고기샤브전골& (쑥국수) (1인)': '17,000', '상추쌈샤브샤브(1인)': '18,000', '상추쌈샤브+쑥국수(1인)': '12,000', '': ''}"
서문국수,국수,3.2,부산 금정구 금성동 산 86-4,2074,['화~일 10:00 ~ 19:00'],"{'비빔국수(1인)': '6,000', '온국수(1인)': '4,000', '파전': '8,000', '부추전': '8,000', '도토리묵': '8,000'}"
면채움,국수,3.8,부산 금정구 금정로231번길 11 (우)46244,2035,['매일 10:30 ~ 21:00'],"{'밀면': '7,500', '비빔면': '7,500', '정성갈비 구이': '7,000', '물비빔면': '8,000', '우리아이 밀면': '3,500', '수육 비빔면': '10,000', '': ''}"
명륜진사갈비 부산구서점,명륜진사갈비,2.6,부산 금정구 금정로185번길 30 (우)46248,2008,['매일 11:00 ~ 23:00'],{}
농가의하루,퓨전요리,3.6,부산 금정구 금샘로 335 (우)46235,1987,['null'],"{'고구마호박 피자': '19,000', '크림불고기 생면 파스타': '19,000', '상하이 해산물 오일 생면 파스타': '19,000', '숯불닭갈비 볶음밥': '19,000', '오이 소박이 샐러드': '8,000'}"
낙원집,"불고기,두루치기",2.0,부산 금정구 산성로 418 (우)46237,1983,['매일 10:00 ~ 20:00'],{'null': 'null'}
파스쿠찌 부산남산점,파스쿠찌,5.0,부산 금정구 금샘로 351 (우)46235,1940,['매일 09:00 ~ 23:30'],"{'아이스 아메리카노(R)': '4,500', '아이스 카페라떼(R)': '5,000', '아이스 바닐라라떼 마끼아또(R)': '5,800', '아이스 카라멜라떼 마끼아또(R)': '5,800', '허니브레드(생크림)': '6,200', '아메리카노(R)': '4,500', '': ''}"
카페지수,카페,4.5,부산 금정구 산성로 428 (우)46237,1920,['매일 10:00 ~ 22:00'],"{'아메리카노': '3,500', '카페라떼': '4,500', '레몬 에이드': '5,000', '레몬티': '5,000', '생강': '5,000'}"
맥도날드 부산대2점,맥도날드,2.6,부산 금정구 금정로60번길 24 해자빌딩 1층 (우)46292,1857,['매일 00:00 ~ 24:00'],{}
우렁각시와꽃길,한식,5.0,부산 금정구 중앙대로1929번길 12 (우)46230,1833,['null'],"{'우렁쌈정식+우렁회무침(2인이상)': '18,000', '우렁쌈정식+석쇠불고기': '18,000'}"
샤브향 부산남산점,샤브향,4.2,부산 금정구 금샘로 533 (우)46234,1820,['매일 11:00 ~ 22:00'],{}
양지집,한식,5.0,부산 금정구 오륜대로 271 (우)46255,1795,['매일 10:30 ~ 21:00'],"{'닭찜': '45,000', '향어회(1판)': '80,000', '메기매운탕(중)': '40,000', '오리불고기': '35,000', '옻닭백숙': '45,000'}"
옵스 구서점,"제과,베이커리",3.7,부산 금정구 금강로 477 구서골드2상가 105호 (우)46232,1754,['매일 09:00 ~ 22:00'],"{'애플파이(1/2)': '7,000', '시즈만주(1EA)': '1,500', '슈크림(1EA)': '2,300'}"
이랴이랴 남산점,갈비,3.7,부산 금정구 중앙대로 1975 (우)46227,1750,['매일 11:30 ~ 22:30'],"{'이랴이랴 안창주물럭 (1인분)': '20,000', '갈비살 주물럭 (1인분)': '20,000', '호주안창 주물럭 (1인분)': '17,000', '이랴이랴 안창소금구이 (1인분)': '21,000', '이랴이랴 꽃갈비살구이 (1인분)': '25,000', '갈비탕': '11,000'}"
소나무집,오리,5.0,부산 금정구 오륜대로 274 1층 (우)46255,1712,['매일 10:00 ~ 20:30'],"{'추천\n오리양념불고기': '40,000', '오리백숙': '50,000', '오리탕': '50,000', '향어회(소)': '45,000', '잉어찜(중)': '50,000'}"
본중식,중국요리,4.3,부산 금정구 금샘로 359 2층 (우)46235,1601,"['화~토 11:30 ~ 21:30', '화~일 휴게시간 14:30 ~ 17:00']","{'점심 A코스': '30,000', '점심 B코스': '40,000', 'C코스': '90,000', '단체모임코스': '40,000', 'VIP코스': '110,000', 'A코스': '50,000'}"
물레방아집,오리,5.0,부산 금정구 산성로 522 (우)46238,1578,['매일 09:00 ~ 23:00'],"{'흑염소 숯불고기 (반마리)': '400,000', '흑염소 숯불고기 (1인분)': '35,000', '생오리 숯불고기 (1마리)': '40,000', '닭백숙 (1마리)': '40,000', '생오리백숙 (1마리)': '45,000', '닭도리탕 (1마리)': '50,000', '': ''}"
애슐리퀸즈 NC부산대점,애슐리,2.0,부산 금정구 부산대학로63번길 2 6층 (우)46241,1572,['매일 11:00 ~ 21:00'],"{'평일 런치': '19,900', '평일 디너': '25,900', '주말/공휴일': '27,900', '미취학 아동': '7,900', '초등학생 평일 런치': '12,900', '초등학생 평일 디너': '15,900', '': ''}"
대성관초밥,일식,5.0,부산 금정구 금강로 179 대성빌딩 (우)46299,1566,"['매일 11:30 ~ 21:30', '매일 휴게시간 14:30 ~ 16:30']","{'저녁코스요리': '50,000', '점심특선': '30,000', '특선초밥': '20,000', '생대구탕': '25,000', '장어구이': '50,000'}"
임진각식당,한식,3.8,부산 금정구 놀이마당로 24 (우)46201,1553,['매일 11:00 ~ 22:00'],"{'석쇠불고기 (1인분)': '17,000', '한우소국밥': '8,000'}"
고려해장국,해장국,3.2,부산 금정구 청룡예전로 32 (우)46201,1539,['매일 00:00 ~ 24:00'],"{'감자탕 (소)': '20,000', '등뼈찜 (중)': '30,000', '낙지전골 (소)': '20,000', '낙곱전골 (소)': '20,000', '곱창전골 (중)': '20,000'}"
천하대장군집,닭요리,5.0,부산 금정구 공해5길 28 (우)46238,1521,['매일 10:00 ~ 22:00'],"{'토종흑염소고기 (1인분)': '35,000', '오리불고기 (2인분)': '40,000', '유황오리백숙 (한마리)': '45,000', '유황오리탕 (한마리)': '55,000', '한방닭백숙 (한마리)': '40,000'}"
동원장수촌,오리,2.7,부산 사하구 동매로 117 (우)49413,1423,['매일 11:30 ~ 21:30'],"{'녹두한방백숙 (2인)': '33,000', '능이한방백숙 (3~4인)': '65,000', '옻오리백숙 (3~4인)': '50,000', '생청둥오리구이': '35,000', '양념오리구이': '35,000'}"
범일돼지국밥,국밥,3.4,부산 금정구 무학송로 129 (우)46253,1347,['매일 08:30 ~ 22:20'],"{'섞어국밥': '8,000', '순대국밥': '8,000', '돼지국밥': '7,500', '내장국밥': '8,000', '수육백반': '11,000'}"
나고야,일식집,4.0,부산 금정구 체육공원로399번길 325-11 (우)46202,1344,['null'],"{'코돈부르': '13,000', '히레 생선카츠': '12,000', '생선카츠': '12,000', '히레카츠': '11,000', '로스카츠': '10,000', '매운철판카츠': '12,000', '': ''}"
고기굽는남자 구서점,"육류,고기",4.6,부산 금정구 수림로50번길 122 1층 (우)46244,1338,['매일 16:00 ~ 00:30'],"{'삼겹살 (150g)': '13,000', '목살 (150g)': '13,000', '돼지왕갈비 (200g)': '13,000', '특수부위 (120g)': '13,000', '껍데기살 (150g)': '8,000'}"
해오름펜션,펜션,5.0,부산 기장군 기장읍 당사로2길 17 (우)46084,1330,['null'],{'null': 'null'}
현대가든,"육류,고기",0,부산 금정구 산성로 510 (우)46238,1320,['매일 10:00 ~ 22:00'],{}
디위드,애견카페,5.0,부산 금정구 중앙대로 2356 (우)46202,1306,['매일 11:00 ~ 22:00'],"{'아메리카노': '5,500', '카페라떼': '6,000', '수제청자몽에이드': '7,000', '바닐라빈라떼': '6,500'}"
금샘다방,카페,2.7,부산 금정구 금샘로 574 (우)46217,1287,['매일 11:00 ~ 22:00'],"{'아메리카노': '3,800', '바닐라라떼': '4,800', '울라프코코아': '5,500', '오미자동동': '5,500', '지리산 수제 오미자차': '4,500'}"
포맨티코,베트남음식,4.2,부산 금정구 장전로12번길 16 1층 (우)46292,1285,"['월,화,목,금,토,일 11:30 ~ 21:00']","{'포토뵈 오리지널 쌀국수(안심)': '10,000', '추천\n포토뵈 스페셜 사골쌀국수(안심+양지)': '11,000', '포토뵈 양지 사골쌀국수': '11,000', '추천\n비빔 쌀국수': '11,000', '파인애플 볶음밥(hit)': '10,000', '차돌 샐러드(hit)': '21,000', '': ''}"
